,epoch,participant,test_loss,test_accuracy,train_accuracy
0,0.0,g,0.07196988673502458,0.00374161877394636,0.0
1,0.0,0.0,0.07195557140070817,0.004040948275862069,0.0
2,0.0,1.0,0.07196449526938899,0.0045797413793103444,0.0
3,0.0,2.0,0.07196143796217852,0.0045797413793103444,0.0
4,0.0,3.0,0.07196033257862618,0.003502155172413793,0.0
5,0.0,4.0,0.07197166902237925,0.003502155172413793,0.0
6,0.0,5.0,0.07197298122377231,0.004310344827586207,0.0
7,0.0,6.0,0.07198022126123824,0.003232758620689655,0.0
8,0.0,7.0,0.07198510087769606,0.002963362068965517,0.0
9,0.0,8.0,0.07197717101923351,0.002963362068965517,0.0
10,1.0,1.0,0.06584223507550256,0.07139008620689655,0.22198275862068967
11,1.0,8.0,0.06880246635911794,0.11988146551724138,0.26023706896551724
12,1.0,7.0,0.07087087695454729,0.08054956896551724,0.1263469827586207
13,1.0,3.0,0.0660649692832396,0.06896551724137931,0.1341594827586207
14,1.0,2.0,0.06601433250410803,0.0625,0.1740301724137931
15,1.0,0.0,0.06541399310888915,0.09832974137931035,0.10425646551724138
16,1.0,4.0,0.0666701187989835,0.08485991379310345,0.13685344827586207
17,1.0,g,0.06825645543435067,0.12781369731800765,0.16540947556495667
18,2.0,3.0,0.06970779828984162,0.03421336206896552,0.0369073275862069
19,2.0,6.0,0.06706198998566332,0.046875,0.17699353448275862
20,2.0,1.0,0.07117113483877018,0.08512931034482758,0.16783405172413793
21,2.0,2.0,0.05899771649775834,0.1818426724137931,0.2209051724137931
22,2.0,0.0,0.06712538466371339,0.06815732758620689,0.048760775862068964
23,2.0,7.0,0.07200558136763244,0.10021551724137931,0.15032327586206898
24,2.0,4.0,0.06830720808999292,0.05845905172413793,0.06115301724137931
25,2.0,5.0,0.06745570114460485,0.07300646551724138,0.2273706896551724
26,2.0,g,0.06410141848027706,0.1263469827586207,0.13628098368644714
27,3.0,5.0,0.0736755717160373,0.045797413793103446,0.16702586206896552
28,3.0,2.0,0.06840097865667837,0.05765086206896552,0.10775862068965517
29,3.0,7.0,0.06225399750060048,0.1492456896551724,0.2429956896551724
30,3.0,3.0,0.07289674145908191,0.030980603448275863,0.09698275862068965
31,3.0,0.0,0.06784270793713372,0.0546875,0.09617456896551724
32,3.0,1.0,0.06705002525243266,0.07112068965517242,0.20204741379310345
33,3.0,4.0,0.06763942758071012,0.0412176724137931,0.12688577586206898
34,3.0,g,0.06806237957800713,0.09850933908045977,0.14855296909809113
35,4.0,2.0,0.055451312905241704,0.21336206896551724,0.2613146551724138
36,4.0,7.0,0.05562624540822259,0.20905172413793102,0.2912176724137931
37,4.0,1.0,0.0534519388757903,0.2588900862068966,0.3733836206896552
38,4.0,3.0,0.05657045735881246,0.1724137931034483,0.25080818965517243
39,4.0,4.0,0.05559990054060673,0.1869612068965517,0.3232758620689655
40,4.0,5.0,0.06890902501241915,0.06869612068965517,0.18157327586206898
41,4.0,8.0,0.06726835995655635,0.11772629310344827,0.3353987068965517
42,4.0,0.0,0.058115139988989664,0.15867456896551724,0.2036637931034483
43,4.0,g,0.09014877918179921,0.1610692049808429,0.27757948637008667
44,5.0,2.0,0.060458391069852076,0.1648706896551724,0.20608836206896552
45,5.0,3.0,0.06910536759372415,0.03609913793103448,0.07704741379310345
46,5.0,7.0,0.054236614305911396,0.23275862068965517,0.3057650862068966
47,5.0,4.0,0.06266775322628432,0.11557112068965517,0.25915948275862066
48,5.0,8.0,0.06979440030609739,0.11153017241379311,0.2847521551724138
49,5.0,0.0,0.05228552402093493,0.2322198275862069,0.23949353448275862
50,5.0,6.0,0.06956315464500723,0.0369073275862069,0.09455818965517242
51,5.0,g,0.10887103977388349,0.15442409003831417,0.20955203473567963
52,6.0,4.0,0.05209912610208166,0.23168103448275862,0.3504849137931034
53,6.0,6.0,0.053900765512010146,0.2357219827586207,0.2556573275862069
54,6.0,8.0,0.05222005230085603,0.26481681034482757,0.5401400862068966
55,6.0,3.0,0.07817760302588858,0.030441810344827586,0.07920258620689655
56,6.0,0.0,0.052143001736238086,0.24488146551724138,0.21848060344827586
57,6.0,5.0,0.05329168138319049,0.2734375,0.36961206896551724
58,6.0,7.0,0.05468551069498062,0.23545258620689655,0.2952586206896552
59,6.0,g,0.08988778595723411,0.19426484674329503,0.3012623190879822
60,7.0,8.0,0.05853161389200852,0.19827586206896552,0.4431573275862069
61,7.0,7.0,0.048945834539059936,0.2874461206896552,0.3714978448275862
62,7.0,5.0,0.05469553583654864,0.2640086206896552,0.3197737068965517
63,7.0,1.0,0.04995442014829866,0.2890625,0.3838900862068966
64,7.0,3.0,0.05915906055477159,0.14035560344827586,0.22844827586206898
65,7.0,6.0,0.05594591276142104,0.19234913793103448,0.23006465517241378
66,7.0,4.0,0.048277474554448294,0.26751077586206895,0.3890086206896552
67,7.0,g,0.049159807527716134,0.2975335249042146,0.33797720074653625
68,8.0,7.0,0.04978783011179546,0.28448275862068967,0.3776939655172414
69,8.0,0.0,0.05236958564612372,0.23787715517241378,0.2330280172413793
70,8.0,2.0,0.04303959134066927,0.3485991379310345,0.47413793103448276
71,8.0,6.0,0.0547333227406288,0.18076508620689655,0.25754310344827586
72,8.0,3.0,0.05361213509378762,0.20716594827586207,0.28502155172413796
73,8.0,4.0,0.056462555352983806,0.18292025862068967,0.28044181034482757
74,8.0,5.0,0.04137852466825781,0.3917025862068966,0.5067349137931034
75,8.0,g,0.044618680830545356,0.3136973180076628,0.3449430465698242
76,9.0,6.0,0.041722269793008936,0.3302801724137931,0.40948275862068967
77,9.0,7.0,0.054735496447517955,0.22225215517241378,0.2939116379310345
78,9.0,5.0,0.04836813842171225,0.32273706896551724,0.39439655172413796
79,9.0,8.0,0.049160096537450265,0.29822198275862066,0.5889008620689655
80,9.0,4.0,0.04314640581864735,0.33189655172413796,0.4735991379310345
81,9.0,1.0,0.036642843632605566,0.4162176724137931,0.5242456896551724
82,9.0,2.0,0.05154670158336903,0.2613146551724138,0.3526400862068966
83,9.0,0.0,0.056436414926730356,0.19181034482758622,0.19504310344827586
84,9.0,g,0.04600165361873948,0.2793941570881226,0.4040274918079376
85,10.0,5.0,0.0513557633706208,0.29822198275862066,0.3766163793103448
86,10.0,7.0,0.05471481331463518,0.22494612068965517,0.3011853448275862
87,10.0,0.0,0.03642017824639534,0.39870689655172414,0.45501077586206895
88,10.0,2.0,0.04252895526587963,0.3636853448275862,0.46470905172413796
89,10.0,6.0,0.04766114203837411,0.30603448275862066,0.31654094827586204
90,10.0,4.0,0.037640632033861914,0.38658405172413796,0.4738685344827586
91,10.0,1.0,0.04836169655980735,0.3011853448275862,0.38927801724137934
92,10.0,g,0.04988489138012416,0.22147389846743296,0.39674416184425354
93,11.0,4.0,0.049336279068013716,0.2521551724137931,0.37823275862068967
94,11.0,6.0,0.0477959784068938,0.30091594827586204,0.32435344827586204
95,11.0,5.0,0.0485570622800753,0.32947198275862066,0.40167025862068967
96,11.0,1.0,0.03980734706695738,0.4000538793103448,0.4894935344827586
97,11.0,0.0,0.03856539636336524,0.3744612068965517,0.40167025862068967
98,11.0,8.0,0.04876021488473333,0.3046875,0.587823275862069
99,11.0,7.0,0.05534764398531667,0.2130926724137931,0.29660560344827586
100,11.0,2.0,0.042620800114397346,0.35856681034482757,0.47413793103448276
101,11.0,g,0.06497853304263047,0.11176963601532568,0.4192483723163605
102,12.0,5.0,0.037802267081007875,0.4119073275862069,0.5223599137931034
103,12.0,2.0,0.03739081114402105,0.4051724137931034,0.47737068965517243
104,12.0,6.0,0.036688785165034495,0.3849676724137931,0.40598060344827586
105,12.0,1.0,0.03594778301515456,0.42780172413793105,0.5183189655172413
106,12.0,4.0,0.04012227662164589,0.3604525862068966,0.4964978448275862
107,12.0,0.0,0.042090938073293914,0.34617456896551724,0.35533405172413796
108,12.0,8.0,0.04886974310823556,0.3017241379310345,0.5848599137931034
109,12.0,g,0.07406932683625897,0.08105842911877395,0.48010310530662537
110,13.0,2.0,0.037289562313978016,0.4135237068965517,0.4776400862068966
111,13.0,4.0,0.03777545407928269,0.3871228448275862,0.4614762931034483
112,13.0,7.0,0.03718295992063037,0.3935883620689655,0.4870689655172414
113,13.0,8.0,0.037587260538390996,0.3900862068965517,0.6990840517241379
114,13.0,6.0,0.03684993300201564,0.3844288793103448,0.4005926724137931
115,13.0,1.0,0.04045902455932107,0.39655172413793105,0.47844827586206895
116,13.0,3.0,0.0415184796819913,0.34752155172413796,0.453125
117,13.0,g,0.042217047278451734,0.29193606321839083,0.49391934275627136
118,14.0,0.0,0.035946106987780536,0.41217672413793105,0.42160560344827586
119,14.0,6.0,0.03898983830907222,0.3671875,0.3935883620689655
120,14.0,4.0,0.03757996747976747,0.3879310344827586,0.4603987068965517
121,14.0,3.0,0.04256145456998513,0.33566810344827586,0.45285560344827586
122,14.0,7.0,0.03666384665873544,0.3962823275862069,0.5094288793103449
123,14.0,5.0,0.038178001980072464,0.41029094827586204,0.5134698275862069
124,14.0,2.0,0.0379713725234414,0.4097521551724138,0.47467672413793105
125,14.0,g,0.035659718434272826,0.4127454501915709,0.4608605206012726
126,15.0,0.0,0.032713972160528446,0.4488146551724138,0.49407327586206895
127,15.0,3.0,0.038585961378853895,0.3984375,0.39816810344827586
128,15.0,1.0,0.03237597316760441,0.46551724137931033,0.5872844827586207
129,15.0,5.0,0.03232583034269769,0.4722521551724138,0.6007543103448276
130,15.0,6.0,0.03227679062120874,0.43776939655172414,0.4552801724137931
131,15.0,2.0,0.03399692819421661,0.4396551724137931,0.5344827586206896
132,15.0,7.0,0.036842039689935484,0.3949353448275862,0.5113146551724138
133,15.0,g,0.03397123186253154,0.42696360153256707,0.5116225481033325
134,16.0,1.0,0.029721003860749048,0.4951508620689655,0.6681034482758621
135,16.0,0.0,0.031160532561098707,0.46417025862068967,0.5309806034482759
136,16.0,6.0,0.030487900150233303,0.44935344827586204,0.4894935344827586
137,16.0,2.0,0.03414084132889222,0.43992456896551724,0.5374461206896551
138,16.0,4.0,0.03756897498307557,0.3876616379310345,0.4113685344827586
139,16.0,7.0,0.037598169922571756,0.39466594827586204,0.4781788793103448
140,16.0,3.0,0.03491226127692338,0.4267241379310345,0.49865301724137934
141,16.0,g,0.04464772092785072,0.34521671455938696,0.5163177847862244
